Year,State,0 to 11,12 to 17,Male,Female,Unknown Gender,White,Black,Amer. Indian/Alaskan Native,Asian/Nat. Hawaiian/Pac Isl,Unknown Race,Family,Acquaintance,Stranger,Unknown,Firearm,Knife,Blunt object,Personal,Other/unknown Weapon,One offender involved,Two or more offenders involved,Unknown number of offenders involved
2012,UT,0,4,3,1,0,3,1,0,0,0,1,0,0,3,1,2,0,0,1,2,2,0
2013,UT,0,4,4,0,0,3,1,0,0,0,1,3,0,0,3,1,0,0,0,2,2,0
2014,UT,0,2,2,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0
2015,UT,0,2,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0
2016,UT,0,3,2,1,0,2,0,0,0,1,0,2,0,1,2,0,0,0,1,1,2,0
2017,UT,0,7,7,0,0,4,1,0,0,2,0,1,2,4,7,0,0,0,0,5,2,0
2018,UT,0,9,8,1,0,5,2,1,0,1,0,6,0,3,7,1,1,0,0,1,8,0
2019,UT,0,9,8,1,0,7,1,1,0,0,0,1,1,7,7,0,0,1,1,4,4,0
2020,UT,0,16,16,0,0,12,2,0,0,1,1,6,0,9,16,0,0,0,0,3,12,0
1984,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,VT,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1989,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,VT,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1993,VT,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
1994,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,VT,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
1997,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,VT,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2000,VT,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2001,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,VT,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2005,VT,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2006,VT,0,3,2,1,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0
2007,VT,0,2,2,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
2008,VT,0,2,2,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0
2009,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,VA,1,13,12,2,0,7,7,0,0,0,3,9,2,0,5,5,0,1,3,14,0,0
1981,VA,0,15,13,2,0,7,8,0,0,0,6,6,3,0,10,4,0,1,0,12,3,0
1982,VA,1,14,15,0,0,7,8,0,0,0,1,6,7,1,8,3,0,2,2,12,3,0
1983,VA,1,19,19,1,0,10,10,0,0,0,4,12,3,1,12,3,3,2,0,13,7,0
1984,VA,1,18,16,3,0,8,11,0,0,0,6,4,9,0,9,2,1,1,6,11,8,0
1985,VA,1,29,26,4,0,7,23,0,0,0,3,11,15,1,21,5,3,0,1,13,17,0
1986,VA,0,25,24,1,0,9,16,0,0,0,6,11,8,0,16,5,3,0,1,11,14,0
1987,VA,1,19,18,2,0,6,12,0,2,0,6,9,5,0,15,1,1,1,2,13,7,0
1988,VA,0,26,22,4,0,5,20,0,1,0,4,12,9,1,16,3,0,4,3,17,9,0
1989,VA,1,32,30,3,0,7,26,0,0,0,5,20,8,0,26,1,3,3,0,22,11,0
1990,VA,1,65,60,6,0,16,48,0,2,0,5,37,24,0,55,6,2,1,2,28,38,0
1991,VA,0,65,63,2,0,9,56,0,0,0,2,49,12,2,53,8,2,2,0,39,26,0
1992,VA,1,70,64,7,0,14,57,0,0,0,9,47,13,2,60,8,1,1,1,29,42,0
1993,VA,0,67,62,5,0,8,59,0,0,0,6,39,22,0,59,7,1,0,0,36,31,0
1994,VA,0,65,60,5,0,10,55,0,0,0,8,32,25,1,57,2,3,1,2,25,41,0
1995,VA,0,44,41,3,0,9,35,0,0,0,7,24,11,2,36,4,1,0,3,26,18,0
1996,VA,0,47,42,5,0,15,32,0,0,0,3,25,14,5,25,10,6,3,3,25,22,0
1997,VA,2,53,48,8,0,16,40,0,0,0,4,24,26,2,48,6,0,2,0,27,29,0
1998,VA,0,28,26,2,0,8,19,0,1,0,4,14,6,3,19,5,0,2,2,13,14,0
1999,VA,1,30,22,9,0,7,23,0,0,0,4,17,4,5,20,1,2,1,6,15,16,0
2000,VA,0,27,23,3,0,9,17,0,0,0,3,6,5,12,23,1,0,1,1,11,15,0
2001,VA,0,37,33,3,1,9,27,0,0,1,1,9,10,17,26,7,1,1,2,12,25,0
2002,VA,0,34,31,3,0,4,30,0,0,0,3,5,8,18,31,1,2,0,0,9,25,0
2003,VA,0,31,27,4,0,16,15,0,0,0,2,10,3,16,17,4,2,3,5,12,19,0
2004,VA,0,24,23,1,0,7,17,0,0,0,2,9,2,11,17,4,0,3,0,8,16,0
2005,VA,0,39,35,4,0,5,34,0,0,0,7,8,8,16,25,2,0,7,5,11,28,0
2006,VA,0,46,45,1,0,5,41,0,0,0,1,6,8,31,33,3,0,1,9,10,36,0
2007,VA,0,48,42,6,0,5,43,0,0,0,2,5,18,23,41,5,0,1,1,15,33,0
2008,VA,0,36,34,2,0,4,32,0,0,0,4,12,5,15,32,2,0,0,2,9,27,0
2009,VA,0,23,21,2,0,3,18,0,2,0,0,4,8,11,20,1,1,0,1,4,19,0
2010,VA,0,23,21,2,0,9,14,0,0,0,1,4,5,13,13,4,2,1,3,8,15,0
2011,VA,0,16,15,1,0,4,12,0,0,0,2,8,3,3,16,0,0,0,0,2,14,0
2012,VA,0,13,12,1,0,0,13,0,0,0,0,3,0,10,9,3,0,1,0,7,6,0
2013,VA,0,17,16,1,0,3,14,0,0,0,2,9,1,5,12,2,0,1,2,6,11,0
2014,VA,0,26,25,1,0,4,22,0,0,0,1,3,3,19,24,1,1,0,0,10,17,0
2015,VA,0,24,22,2,0,10,14,0,0,0,0,8,2,14,13,6,0,0,5,6,18,0
2016,VA,0,37,37,0,0,13,24,0,0,0,2,13,6,16,27,7,0,0,3,7,30,0
2017,VA,1,44,38,7,0,19,25,0,0,0,4,22,2,17,31,14,0,0,0,12,33,0
2018,VA,1,44,43,2,0,9,36,0,0,0,2,11,4,28,39,3,0,2,2,10,35,0
2019,VA,0,36,34,2,0,12,24,0,0,0,0,13,6,17,32,1,1,0,2,11,25,0
2020,VA,0,44,39,5,0,8,36,0,0,0,2,16,1,25,40,2,0,0,2,19,25,0
1980,WA,1,8,7,2,0,5,0,4,0,0,2,4,1,2,3,2,1,1,2,6,3,0
1981,WA,0,15,14,1,0,9,3,2,0,0,1,7,4,2,5,3,2,2,2,6,8,0
1982,WA,0,13,12,1,0,11,2,0,0,0,4,3,5,1,9,0,1,3,0,8,5,0
1983,WA,0,13,11,2,0,10,2,1,0,0,3,4,5,1,9,1,2,0,1,5,8,0
1984,WA,0,6,5,1,0,5,1,0,0,0,1,4,1,0,2,2,1,0,1,3,3,0
1985,WA,0,10,8,2,0,10,0,0,0,0,2,7,1,0,7,1,0,1,1,8,2,0
1986,WA,0,18,14,3,0,15,2,0,0,0,3,12,2,0,9,2,0,3,3,8,9,0
1987,WA,0,12,11,1,0,4,3,5,0,0,1,7,4,0,8,2,1,1,0,5,7,0
1988,WA,0,23,21,2,0,15,5,0,3,0,6,9,7,0,10,7,0,3,2,14,9,0
1989,WA,2,31,31,2,0,18,11,2,2,0,3,16,14,0,20,5,1,2,4,12,21,0
1990,WA,0,22,18,4,0,16,5,1,0,0,2,13,7,0,7,5,5,5,0,8,14,0
1991,WA,1,19,15,5,0,11,5,1,3,0,4,12,4,0,9,7,2,0,2,10,10,0
1992,WA,0,25,23,2,0,9,12,1,3,0,1,9,14,1,17,6,1,1,0,10,15,0
1993,WA,0,35,34,1,0,18,11,2,3,0,2,15,16,1,25,8,0,2,0,11,24,0
1994,WA,0,52,48,4,0,23,19,2,8,0,3,28,21,0,43,3,0,4,2,14,38,0
1995,WA,1,40,40,1,0,27,11,2,2,0,3,20,18,0,23,8,8,0,1,15,27,0
1996,WA,0,46,38,8,0,38,6,0,2,0,3,26,12,5,30,7,2,1,5,18,28,0
1997,WA,0,38,34,4,0,23,8,3,3,0,0,28,11,0,19,7,2,8,1,11,28,0
1998,WA,0,19,19,0,0,11,4,1,2,0,0,14,4,0,9,4,6,0,0,8,11,0
1999,WA,0,16,14,2,0,12,3,1,0,0,3,7,6,0,7,6,2,1,0,5,11,0
2000,WA,1,24,21,4,0,14,7,2,2,0,3,7,15,0,8,5,10,1,1,7,18,0
2001,WA,0,25,20,5,0,18,6,0,1,0,2,16,7,0,8,11,2,2,2,8,17,0
2002,WA,0,16,14,2,0,6,5,5,0,0,0,12,4,0,10,4,1,0,1,5,11,0
2003,WA,0,10,8,2,0,9,1,0,0,0,1,7,2,0,3,6,1,0,0,3,7,0
2004,WA,0,14,13,1,0,11,2,0,1,0,1,7,6,0,8,5,0,0,1,4,10,0
2005,WA,0,18,15,3,0,11,2,3,2,0,1,12,5,0,11,1,2,4,0,7,11,0
2006,WA,0,17,16,1,0,8,8,0,1,0,3,10,4,0,8,1,4,3,1,4,13,0
2007,WA,0,9,8,1,0,6,2,0,1,0,1,6,0,2,6,2,0,0,1,4,5,0
2008,WA,0,22,20,2,0,5,6,3,8,0,1,6,5,10,16,1,1,4,0,5,17,0
2009,WA,0,16,10,6,0,9,4,2,0,1,4,8,4,0,5,7,0,2,2,7,9,0
2010,WA,0,15,13,2,0,7,5,1,2,0,1,7,4,3,13,0,0,1,1,3,12,0
2011,WA,0,11,11,0,0,9,1,1,0,0,4,7,0,0,7,3,0,0,1,6,5,0
2012,WA,1,11,8,4,0,9,3,0,0,0,0,4,3,5,8,3,0,0,1,1,11,0
2013,WA,0,9,9,0,0,5,3,0,1,0,0,2,6,1,2,3,1,2,1,2,7,0
2014,WA,0,16,16,0,0,11,3,2,0,0,4,10,1,1,12,0,1,1,2,8,8,0
2015,WA,0,21,20,2,0,11,10,1,0,0,0,13,7,2,21,0,0,0,1,1,21,0
2016,WA,0,20,17,3,0,7,10,0,3,0,0,5,9,6,19,1,0,0,0,4,16,0
2017,WA,0,32,29,3,0,25,3,1,1,2,1,20,4,7,26,1,1,0,4,10,22,0
2018,WA,0,35,32,3,0,23,9,2,0,1,0,15,10,10,28,0,1,0,6,5,30,0
2019,WA,0,18,16,2,0,11,7,0,0,0,2,10,4,2,18,0,0,0,0,4,14,0
2020,WA,2,23,24,1,0,12,11,1,0,1,1,8,4,12,22,1,0,0,2,4,21,0
1980,WV,0,7,5,2,0,6,1,0,0,0,1,6,0,0,5,1,1,0,0,4,3,0
1981,WV,0,10,10,0,0,9,1,0,0,0,2,7,1,0,8,1,1,0,0,5,5,0
1982,WV,0,8,8,0,0,4,4,0,0,0,2,2,4,0,3,1,0,4,0,4,4,0
1983,WV,0,6,6,0,0,5,1,0,0,0,1,3,2,0,2,1,1,0,2,4,2,0
1984,WV,0,8,8,0,0,6,2,0,0,0,2,2,4,0,3,3,1,1,0,4,4,0
1985,WV,0,2,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
1986,WV,0,5,5,0,0,5,0,0,0,0,4,1,0,0,3,2,0,0,0,2,3,0
1987,WV,1,5,4,2,0,6,0,0,0,0,5,1,0,0,4,1,0,1,0,5,1,0
1988,WV,0,5,4,1,0,5,0,0,0,0,0,4,1,0,2,1,2,0,0,3,2,0
1989,WV,0,11,10,1,0,8,3,0,0,0,4,6,1,0,7,2,0,2,0,9,2,0
1990,WV,0,8,7,1,0,6,2,0,0,0,3,4,1,0,6,1,0,0,1,6,2,0
1991,WV,0,5,5,0,0,4,1,0,0,0,2,2,1,0,3,1,0,0,1,5,0,0
1992,WV,0,5,5,0,0,3,2,0,0,0,2,2,1,0,3,2,0,0,0,3,2,0
1993,WV,0,10,8,2,0,7,3,0,0,0,4,4,2,0,5,0,3,2,0,6,4,0
1994,WV,0,4,3,1,0,4,0,0,0,0,1,3,0,0,4,0,0,0,0,2,2,0
1995,WV,0,16,15,1,0,8,8,0,0,0,1,9,6,0,13,2,0,1,0,8,8,0
1996,WV,0,7,6,1,0,3,4,0,0,0,3,3,1,0,7,0,0,0,0,4,3,0
1997,WV,0,7,7,0,0,2,5,0,0,0,2,0,5,0,6,1,0,0,0,3,4,0
1998,WV,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1999,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,WV,0,2,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,1,2,0
2001,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WV,0,4,2,2,0,4,0,0,0,0,1,2,2,0,2,0,1,2,0,2,2,0
2003,WV,0,3,2,1,0,3,0,0,0,0,1,2,0,0,1,2,0,0,0,0,3,0
2004,WV,0,2,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0
2005,WV,0,5,5,0,0,4,1,0,0,0,1,1,2,1,2,3,0,0,0,2,3,0
2006,WV,0,6,5,1,0,2,4,0,0,0,0,0,3,3,2,0,2,2,0,0,6,0
2007,WV,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
2008,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,WV,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2010,WV,0,3,3,0,0,0,3,0,0,0,0,1,1,1,3,0,0,0,0,1,2,0
2011,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,WV,0,6,3,3,0,5,1,0,0,0,1,4,1,0,2,4,0,0,0,2,4,0
2013,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,WV,0,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
2015,WV,0,2,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0
2016,WV,0,3,2,1,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,1,2,0
2017,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,WV,0,3,2,1,0,2,1,0,0,0,0,3,0,0,2,0,0,0,1,2,1,0
2019,WV,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2020,WV,0,3,2,1,0,3,0,0,0,0,2,1,0,0,3,0,0,0,0,1,2,0
1980,WI,0,6,6,0,0,3,3,0,0,0,1,5,0,0,3,1,0,1,1,5,1,0
1981,WI,0,8,8,0,0,6,1,1,0,0,6,2,0,0,5,2,1,0,0,7,1,0
1982,WI,0,10,10,0,0,3,5,1,0,0,1,4,4,0,6,1,0,0,2,4,5,0
1983,WI,0,6,6,0,0,5,1,0,0,0,3,2,1,0,2,4,0,0,0,6,0,0
1984,WI,0,12,12,0,0,8,3,1,0,0,3,4,3,2,8,3,1,0,0,9,3,0
1985,WI,2,14,13,2,1,7,8,0,0,1,5,6,4,1,6,6,0,1,3,8,8,0
1986,WI,1,12,10,3,0,5,7,0,0,0,5,4,3,0,5,4,0,0,3,6,6,0
1987,WI,3,15,18,0,0,5,13,0,0,0,2,14,2,0,8,3,3,1,3,7,11,0
1988,WI,0,11,9,2,0,6,5,0,0,0,4,4,3,0,5,3,1,2,0,10,1,0
1989,WI,0,22,20,2,0,9,12,0,0,0,4,16,2,0,18,2,1,1,0,18,4,0
1990,WI,0,36,36,0,0,10,24,2,0,0,3,12,14,7,33,0,1,1,1,16,20,0
1991,WI,1,39,38,2,0,9,29,2,0,0,1,15,15,9,32,1,2,4,1,14,26,0
1992,WI,0,49,46,3,0,10,38,0,1,0,3,15,22,9,42,1,2,3,0,20,29,0
1993,WI,0,54,50,4,0,8,46,0,0,0,1,39,7,7,45,4,2,2,1,16,38,0
1994,WI,1,43,42,2,0,9,34,1,0,0,0,25,15,4,36,3,0,4,1,19,25,0
1995,WI,0,30,26,4,0,9,20,1,0,0,1,24,3,2,21,4,1,2,2,17,13,0
1996,WI,0,38,34,4,0,10,29,0,0,0,1,22,12,3,31,1,1,5,0,16,22,0
1997,WI,0,27,24,3,0,13,13,1,0,0,1,17,8,1,13,4,5,0,5,10,17,0
1999,WI,0,23,22,1,0,8,10,5,0,0,2,12,7,2,15,4,0,2,2,12,11,0
2000,WI,0,13,13,0,0,1,12,0,0,0,0,5,7,0,12,1,0,0,0,7,5,0
2001,WI,0,30,27,3,0,13,15,2,0,0,4,12,5,9,19,4,0,5,2,20,10,0
2002,WI,1,14,15,0,0,4,11,0,0,0,2,4,1,8,8,2,4,0,1,9,6,0
2003,WI,0,22,22,0,0,4,18,0,0,0,1,12,0,9,20,1,0,1,0,6,16,0
2004,WI,0,14,14,0,0,4,8,2,0,0,2,2,4,6,8,0,2,4,0,2,12,0
2005,WI,0,21,18,1,2,6,13,0,0,2,0,8,1,12,18,1,0,0,2,2,19,0
2006,WI,0,30,28,2,0,6,23,1,0,0,1,5,10,14,23,0,2,4,1,5,25,0
2007,WI,0,43,40,3,0,9,34,0,0,0,1,0,35,7,40,0,2,1,0,1,42,0
2008,WI,0,26,23,3,0,10,16,0,0,0,3,3,18,2,17,2,2,1,4,4,22,0
2009,WI,0,15,14,1,0,3,12,0,0,0,0,4,10,1,11,3,0,0,1,1,14,0
2010,WI,0,20,18,2,0,5,15,0,0,0,1,7,5,7,15,2,0,3,0,3,17,0
2011,WI,0,24,23,1,0,0,23,1,0,0,1,3,16,4,20,2,0,2,0,5,19,0
2012,WI,0,25,23,1,1,13,12,0,0,1,2,5,13,5,10,5,2,6,1,2,23,0
2013,WI,0,15,13,2,0,7,6,2,0,0,2,1,4,8,13,0,0,1,1,3,12,0
2014,WI,0,15,11,4,0,4,10,1,0,0,3,4,8,0,9,4,1,1,0,5,10,0
2015,WI,0,16,15,1,0,5,9,1,1,0,2,6,4,4,12,3,0,0,1,8,8,0
2016,WI,0,5,5,0,0,0,4,0,0,1,1,2,2,0,4,0,0,1,0,1,4,0
2017,WI,0,18,15,3,0,0,17,0,0,1,0,5,8,5,15,1,0,2,0,1,17,0
2018,WI,1,14,12,3,0,4,11,0,0,0,3,3,3,6,10,3,0,1,1,5,10,0
2019,WI,0,10,8,2,0,6,4,0,0,0,1,3,2,4,9,0,0,0,1,3,7,0
2020,WI,0,24,23,1,0,6,17,0,0,1,0,9,7,8,20,0,0,2,2,5,19,0
1980,WY,0,4,4,0,0,4,0,0,0,0,1,0,3,0,4,0,0,0,0,1,3,0
1981,WY,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1982,WY,0,5,4,1,0,5,0,0,0,0,3,1,1,0,3,3,0,0,0,1,4,0
1983,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,WY,0,3,2,1,0,3,0,0,0,0,1,2,0,0,1,1,0,0,1,1,2,0
1985,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,WY,0,4,4,0,0,4,0,0,0,0,1,0,3,0,3,1,0,0,0,2,2,0
1987,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,WY,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
1990,WY,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1991,WY,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1992,WY,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1993,WY,0,5,4,1,0,5,0,0,0,0,3,0,2,0,2,2,0,1,0,3,2,0
1994,WY,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1995,WY,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1996,WY,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1997,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,WY,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0
1999,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,WY,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2007,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,WY,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2009,WY,0,2,2,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0
2010,WY,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,WY,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2013,WY,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0
2014,WY,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2015,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,MD,2,15,29,2,0,13,18,0,0,0,2,20,7,2,17,11,0,2,1,18,13,0
1981,MD,0,17,31,4,0,9,25,1,0,0,4,22,9,0,21,10,1,1,2,19,16,0
1982,MD,0,17,25,0,0,12,13,0,0,0,4,15,6,0,19,3,0,2,1,18,7,0
1983,MD,0,11,22,4,0,6,20,0,0,0,4,12,10,0,15,5,1,4,1,12,14,0
1984,MD,1,11,22,1,0,9,14,0,0,0,3,12,6,2,14,4,1,1,3,12,11,0
1985,MD,0,16,27,3,0,6,23,0,1,0,4,19,5,2,23,4,0,1,2,20,10,0
1986,MD,0,7,17,0,0,1,15,1,0,0,0,10,4,3,13,1,1,0,2,8,9,0
1987,MD,0,15,25,2,0,7,20,0,0,0,1,19,4,4,21,4,0,0,2,20,7,0
1988,MD,0,27,46,4,0,15,33,0,1,0,7,27,10,5,39,5,1,2,2,28,21,0
1989,MD,0,19,31,2,0,5,28,0,0,0,3,25,5,0,18,7,2,6,0,19,14,0
1990,MD,0,26,60,3,0,4,59,0,0,0,4,36,21,2,49,3,5,6,0,28,35,0
1991,MD,0,16,32,2,0,6,27,1,0,0,4,21,8,1,24,4,4,1,1,17,17,0
1992,MD,0,31,82,0,0,5,76,1,0,0,2,41,30,9,72,3,2,1,4,39,43,0
1993,MD,1,26,81,1,0,8,74,0,0,0,3,32,30,17,68,8,1,2,3,39,43,0
1994,MD,1,19,42,5,0,8,39,0,0,0,5,17,12,13,41,3,2,1,0,28,19,0
1995,MD,0,25,65,3,0,9,58,0,0,0,0,27,12,28,54,5,2,2,4,39,28,0
1996,MD,0,18,54,3,0,7,50,0,0,0,4,22,3,27,42,6,3,6,0,34,22,0
1997,MD,1,9,40,3,0,4,39,0,0,0,1,9,5,28,35,4,1,1,2,21,22,0
1998,MD,0,7,42,3,0,6,39,0,0,0,1,10,9,25,23,5,6,6,5,21,24,0
1999,MD,0,3,30,2,0,2,29,0,0,1,4,7,0,21,24,1,3,1,2,19,13,0
2000,MD,0,5,25,1,0,1,25,0,0,0,1,5,4,17,17,6,2,1,1,10,17,0
2001,MD,0,4,41,2,0,10,34,0,0,0,0,5,4,35,33,4,6,0,1,19,24,0
2002,MD,0,4,20,1,0,1,20,0,0,0,0,3,13,6,18,2,0,1,1,8,14,0
2003,MD,0,10,24,3,0,4,23,0,0,0,2,8,10,7,14,9,0,3,1,14,13,0
2004,MD,0,7,29,4,0,5,28,0,0,0,4,8,5,16,13,7,1,9,3,13,20,0
2005,MD,0,9,19,1,0,5,15,0,0,0,0,8,5,7,13,7,0,0,0,13,7,0
